wav_filename,start_timestamp,end_timestamp,sample_rate,channels,duration_seconds
2026-04-15T17-49-02_recording.wav,2026-04-15T17:49:02.172683Z,2026-04-15T17:49:10.164780Z,44100,1,7.992097
