wav_filename,start_timestamp,end_timestamp,sample_rate,channels,duration_seconds
2026-04-15T17-47-37_recording.wav,2026-04-15T17:47:37.727602Z,2026-04-15T17:47:44.583939Z,44100,1,6.856337
