wav_filename,start_timestamp,end_timestamp,sample_rate,channels,duration_seconds
2026-04-15T17-52-52_recording.wav,2026-04-15T17:52:52.280720Z,2026-04-15T17:52:57.052944Z,44100,1,4.772224
